,Name
Henri Chopin,1
Eve Sussman | Rufus Corporation,1
Dong Kingman,1
"Harry Dodge, Stanya Kahn",1
Bruce Witsiepe,1
Brian Beker,1
Jerzy Srokowski,1
François Girard,1
Barry Parker,1
Heinrich Dunst,1
Morgan Dennis,1
Robert Richenburg,1
B. Tillmann,1
Armand Berton,1
"Kasper König, Jean Baudrillard",1
Erik Hjorth,1
William McFarlane Notman,1
Leonard Dryansky,1
Fernando Castillo,1
"Taniguchi & Associates, Yoshio Taniguchi",1
Barbara Olmsted,1
"Martin Kippenberger, Walter Dahn, Christian Hasucha, Milan Kunc, Albert Oehlen, Hervé Di Rosa, Louis Jammes, Thomas Wachweger",1
"Morison S. Cousins, Michael Alan Cousins, John Lonczak",1
"Viking Glass Co., New Martinsville, WV",1
Atelier de Creation Graphique,1
Ralph Maradiaga,1
Julio César Morales,1
Kenji Tadamoto,1
Ministere De La Guerre,1
Stipe Brcic,1
"The Command All-Stars, Josef Albers",1
Melissa Gurdus,1
"The Richter & Phillips Co., Cincinatti, OH",1
Ralph Borland,1
Charles Cajori,1
Sherril Schell,1
Berlinde De Bruyckere,1
Frank Wallace,1
"O. J. Kuker, Seattle, WA",1
Die Damen,1
"Various Artists, Mel Kendrick, Louisa Chase, Michael Hurson, Joe Andoe, Joel Shapiro, James Brown, Vija Celmins, Gregory Amenoff, Jan Hashey, Robin Winters, James Nares, Ellen Phelan, Kiki Smith, David Storey, Michelle Stuart, Richard Tuttle, Trevor Winkfield, Eric Fischl",1
Chinn Yuen-Yuei,1
"G.M. Thurnauer Co., Czechoslovakia",1
Michael Magnan,1
Israel Litwak,1
Norman Cohn,1
Krzysztof Wodiczko,1
"Adolph Loos, J. & J. Kohn, Vienna",1
"Billy Squier, Andy Warhol",1
"Paul Stolper, Virgin Records",1
Thomas Eggerer,1
Ronald J. French,1
"G.P.M. Company, Germany",1
"Aleksandr Vesnin, Various Artists",1
Daniel Rohn,1
Sabrina Jones,1
Shigetaka Kurita,1
"Bud Esry, Saul Nesbitt",1
Bruce Hoertel/The New York Times,1
Bernhard Blume,1
Rimma Gerlovina,1
Lady Pink,1
Paul Cocksedge,1
"Nam June Paik, Shigeko Kubota, Jud Yalkut, Douglas Davis",1
Ed Sommer,1
Dudley Huppler,1
Gianni Bertini,1
Simon Levy,1
Tetsuo Mizuno,1
Otto Fried,1
"Meredith Monk, Robert Withers",1
E. Hoole,1
"Dim Stars, Raymond Pettibon",1
Michael Rothenstein,1
Nikolai Gritsouk,1
Nélida Demichelis,1
Anton Schranz II,1
"Various Artists, Jeremy Deller, Wael Shawky, Dayanita Singh, Rosemarie Trockel",1
Walter Pfeiffer,1
Alma R. Lavenson,1
Fabrice Mory,1
Bettina Sellmann,1
"Pentagram, Bob Olodort, John Tang, Peter Cazalet, Robert Brunner, Benjamin Chia",1
Joris Geurts,1
Ernst Thormahlen,1
Angus Maclise,1
Charles Jongejans,1
Anton Refregier,1
Unknown sculptor,1
Carme Pinos,1
Marcia Herscovitz,1
"Erick Beltran, Mariana Castillo Deball",1
Sara Petty,1
"National Semiconductor Corporation, USA",1
Arturo Mari/L'Osservatore Romano,1
"DAS INSTITUT, Kerstin Brätsch, Adele Röder, UNITED BROTHERS, Ei Arakawa",1
Eugène Druet,1
Herbert E. Randall,1
Kathy High,1
Lorraine O'Grady,1
"Various Artists, Wallace Berman, Robert Alexander, Charles Brittin, Cameron, Jean Cocteau, Marion Grogan, Hermann Hesse, Walter Hopps, David Meltzer",1
Sergio Dangelo,1
Jules Spinatsch,1
Akseli Gallen-Kallela,1
Norman Stevens,1
Medem Photo Service,1
Daniel Ranalli,1
Nicholas Dean,1
Ulay,1
Ibrahim El Salahi,1
Kaworu Usui,1
Sejla Kameric,1
Muirhead Bone,1
G. Karquel,1
Jan Commandeur,1
Pavel Janák,1
Peter Carroll/Associated Press,1
Karl Anton Fleck,1
"Peter Cohen, Leslie Sweet",1
"Yoshi Wada, George Maciunas",1
Hans Gött,1
Gabriel Fournier,1
Sean Snyder,1
"Michael Nesmith, William Dear",1
Robert Mottar,1
Esther Shub,1
Dan Friedman,1
Jose Espert,1
"Michael Ross, Brian Griffin",1
"Robert Frank, Alfred Leslie",1
Mary Vieira,1
Michaela Math,1
Xiomara De Oliver,1
James Craig Annan,1
Francis Ford Coppola,1
George Roy Hill,1
Ce Roser,1
Rudolf Bonvie,1
"Cy Twombly, Propyläen-Verlag, Berlin",1
Roberto Diago,1
Rochelle Feinstein,1
Pravosudovich,1
Grayson Perry,1
Theo Steiner,1
"Jonathan Ive, Apple Industrial Design Group, Harman Kardon Co.",1
Lebegue,1
Sasha Stone,1
Hans Finsler,1
"François Baschet, Bernard Baschet",1
Raquel Rabinovich,1
Emmerich Talos,1
I. Sunderland,1
"Martin Polak, Lukas Jasansky",1
Jan Peacock,1
Michelangelo Frammartino,1
Edgar Honetschläger,1
Don Doe,1
"Shuntaro Tanikawa, Shuji Terayama",1
Charles Simart,1
Rafael Montañez Ortiz,1
Pat Candido/The New York Daily News,1
Maren Ade,1
Cal Osbon,1
"Wolfgang Staehle, Jeffrey Shaw",1
René Brô,1
Adolpho Wildt,1
Woody Pirtle,1
Xavier Dolan,1
"El Lissitzky, Solomon Telingater",1
Skip Sweeney,1
Alice Boughton,1
Harumi Yamaguchi,1
Missing Foundation,1
Dominique Perrault,1
L. A. Shafer,1
Jiri Skala,1
Pettus Kaufman,1
"Ammar Eloueini, AEDS Ammar Eloueini Digit-all Studio",1
"John Sanborn, Dean Winkler",1
Hayao Miyazaki,1
Joseph Goto,1
Max Lutzbacher,1
A. Portier,1
"Robert Abel, Charles White III",1
Péter Nagy,1
"Various Artists, Vasily Kandinsky, Giacomo Balla, Alberto Magnelli, Robert Delaunay, Sonia Delaunay-Terk, Theo van Doesburg (Christian Emil Marie Küpper), Jean (Hans) Arp, Auguste Herbin, Jacques Villon, Paul Klee, František Kupka, Fernand Léger, Piet Mondrian, Francis Picabia, Sophie Taeuber-Arp, Albert Gleizes",1
Maurice Asselin,1
Edward Chavez,1
Kein,1
"David Childs, Guy Nordenson",1
Otto Herbert Hajek,1
"Various Artists, Yto Barrada, Nicole Eisenman, Liu Xiaodong, Monika Sosnowska",1
Nicolás Pereda,1
"Philips Research Laboratories, Sony Research Laboratories, company design",1
Haruzo Ohashi,1
"Tennessee Williams, Andy Warhol",1
"Various Artists, Andy Warhol, Claes Oldenburg, David Novros, Forrest Myers, Robert Rauschenberg, John Chamberlain",1
John Miller,1
"Karlsson & Nilsson, Sweden",1
Giuseppe Nason,1
Dennis Pies,1
"Various Artists, William Wegman, Glenn Ligon, Justen Ladda, Jane Hammond, Philip Taaffe, Vija Celmins",1
Tom Drahos,1
Jüri Arrak,1
Eloise Vega Smith,1
Lizzie Borden,1
Tod Williams Billie Tsien and Associates,1
Roger Bissière,1
Grete Wolf-Krakauer,1
"George Dodson, Akzo Nobel Geosynthetics Company, Asheville, NC",1
Barbara Westman,1
Konrad Cramer,1
Scott Christensen,1
Eve Laramee,1
"Cesare Leonardi, Franca Stagi",1
Henri-Victor Regnault,1
Lopi,1
John Reynolds,1
Vita Castro,1
"Uwe Loesch, Eva Schoeler",1
Franz Josef Popp,1
"Allgemeine Elektricitäts Gesellschaft (A.E.G.), Germany",1
Tinus Boshoff,1
"The Velvet Underground, Andy Warhol",1
Kim Steele,1
José Urbach,1
George Cruikshank,1
Jane Piper,1
Howard Dearstyne,1
Piero Guccione,1
Marek Freudenreich,1
"Various Artists, Henri-Gabriel Ibels, Henri de Toulouse-Lautrec",1
"Douglas Gordon, Bick Productions",1
Eiji Miyamoto,1
Fritz Schaefler,1
Alexander Roitburd,1
Mary Peck,1
Charles Coiner,1
Harri Koskinen,1
Hans J. Zeidler,1
George Einbeck,1
Rosemarie Castoro,1
Max Arthur Stremel,1
"Jeff Rian, Jean-Jacques Palix",1
Phil Collins,1
Charles Dudley Arnold,1
Hideji Furukawa,1
Aldo Augusto de Souza Lima,1
Drahomir Joseph Ruzicka,1
Alexandra Nikolaevna Jacobson,1
Joseph Madisia,1
Toby Mussman,1
Janos Frecot,1
Tadeusz Lapinski,1
Jan Matthias,1
Elisabeth van Damme,1
Masamitsu Moriwaki,1
"Shirley Clarke, Joseph Chaiken, Sam Shepard",1
Leah De Prizio,1
Joseph Margulies,1
Michael Bolus,1
"Martin Kippenberger, Georg Herold",1
"Steina, Doris Cross",1
"Michael Curtiz, William Keighley",1
"Paul Budnitz, Tristan Eaton, Cycle",1
Scottie Wilson,1
"Stanislaw Kubicki, Wladislav Skotarek, Jerzy von Hulewicz, Stefan Szmai, Margarete Kubicka",1
Jim Gaylord,1
Sven Lukin,1
Kenneth M. Adams,1
Nicole Kassell,1
Franziska Furter,1
Claude Cahun (Lucy Schwob),1
Mark Kostabi,1
Telex Electro Acoustic Division,1
Tibor Kalman,1
"Gustav Lepschy, Ernst Lieser, Kurt Steisslinger",1
Tony Marciante,1
"Stephen Cassell, Adam Yarinsky, Kim Yao",1
Sven-Eric Juhlin,1
Kenneth Kilstrom,1
"Eisenman Architects, New York, Peter Eisenman",1
"Wolfgang Schneider, Beatrix Zobl",1
Stanley Kubrick,1
Bill Aron,1
"Paula Scher, Jim Houghton",1
William Painter,1
Carl Heinz Kliemann,1
Valery Shchekoldin,1
Lee Tamahori,1
"Nancy Skolos, Tom Wedell",1
Gerald Hayes,1
Static Kling,1
Léon Gischia,1
"Jean-Luc Godard, Vega Films",1
Noam Gonick,1
Francisco Farreras,1
Jill Giegerich,1
Marly Stone,1
Nancy Guay Giesberger,1
Ian Wallace,1
Georg Arndt,1
Panasonic,1
Claudia Von Alemann,1
Federico Guillermo Beckhoff,1
Colectivo Cordyceps,1
"Barney Bubbles (Colin Fulcher), Chris Gabrin",1
Pablo Lavin,1
M. Kennedy,1
Richard Protovin,1
Keith Mayerson,1
Yoshiyuki Tomino,1
"A&E Design, Hans Ehrich, Tom Ahlström",1
Woody van Amen,1
Wim Wenders,1
Joseph Pickett,1
Arkadii Shishkin,1
Mohammad Rasoulof,1
Ray Brown,1
"José Luis Cuevas, Tamarind Lithography Workshop, Inc., Los Angeles",1
Kenean Buel,1
Doris Kreindler,1
"Various Artists, Tom Wesselmann, Andy Warhol, Claes Oldenburg, Roy Lichtenstein, Jim Dine, George Segal, Allan D'Arcangelo",1
Frank Powell,1
Rich Black,1
"Walt Disney, Ub Iwerks",1
Donald Ashcraft,1
The Sets,1
Betty Dodson,1
"Mathias Ungers, G. Geist, J. Sawade",1
"Drain-Dri Co., San Francisco, CA",1
Lee Gatch,1
Rosella Hartman,1
Yuri Suzuki,1
Katie Flesicher,1
"Igor Kopystiansky, Svetlana Kopystiansky",1
Michelle Parkerson,1
Tatsuo Miyajima,1
György Szász,1
Cheryl Goldsleger,1
"Morphosis, Santa Monica, CA, Thom Mayne, Andrew Zago",1
Natalie Czech,1
"Fred Newmeyer, Sam Taylor",1
Photographie Modèle,1
"Paula Scher, Janet Perr, Arnold Rosenberg",1
Hermann Steiner,1
Diógenes Paredes,1
Ab van Hanegem,1
"Various Artists, Eric Andersen, Ay-O, George Brecht, Giuseppe Chiari, Congo (a Chimpanzee), Willem de Ridder, Anna Halprin, Dick Higgins, Allan Kaprow, Alison Knowles, Jirí Kolár, Arthur Köpcke, Jackson Mac Low, George Maciunas, Nam June Paik, Benjamin Patterson, Tomas Schmit, Mieko Shiomi, Ben Vautier, Robert Watts, Emmett Williams, La Monte Young",1
"Marko Epshtein, Grigorii Roze",1
"Mickey McGowan, Chip Lord",1
Bruno Monguzzi,1
Gabriele Evertz,1
Floris M. Neusüss,1
Edward Douglas,1
Issacher Ber Ryback,1
Juan Antonio Morales,1
Brian Davis,1
"Various Artists, Donald Baechler, Nina Bovasso, Gregory Green, Jerry Kearns, Sean Mellyn, Lorna Simpson, Kiki Smith, Nancy Spero, Papo Colo",1
Volkmar Haase,1
"Jacques Le Rider, Hanns Horbiger",1
Roland Topor,1
"Oskar Birckenbach, Lonni Ideler",1
"Batiste Madalena, Josef von Sternberg",1
Ray Komai,1
Burkhard Mangold,1
Keisuke Serizawa,1
"Slazengers Ltd., England",1
Harriet M. Veissi,1
Cao Fei,1
Philip Krumm,1
Inge Morath,1
Carlos Alonso,1
"Jean-Luc Godard, Jean-Bernard Menoud, Anne-Marie Miéville, Pierre Binggeli",1
George Hand Wright,1
Kyoko Kumai,1
Georgiy Teptsov,1
Clement Cowles,1
Tony Jannetti,1
Hans Küng,1
"Gabriel Orozco, Manuel Rocha",1
"Mike Kelley, Paul McCarthy",1
Markus Hawlik,1
Larry Mantello,1
Jim Love,1
William H. Martin,1
V. Kovrigin,1
Shelly Silver,1
Mark Severin,1
Gene Walther,1
"Plas-tex Corporation, Los Angeles, CA",1
Donald  Kaufman,1
"Graham Sutherland, The Baynard Press, London",1
Mariette Lydis,1
Laurie Collyer,1
"Ido Bruno, Arthur Brutter",1
"Igor' Terent'ev, Kirill Zdanevich",1
Caldecot Chubb,1
"Varvara Stepanova, Various Artists",1
Martin Diethelm,1
Gil Spear,1
Charles M. Bell,1
Barbel Scianghetti,1
"Eugene Dietzgen Company, New York, NY",1
Alejandro Ruiz,1
Pierre Trémaux,1
Noury,1
"Unknown Designer, Kate Simon",1
Henrik Håkansson,1
Arndt,1
Conrad,1
Bonnie Gordon,1
Ross McElwee,1
Paula Horn Kotis,1
Rebecca Bird,1
Vic Delucia/The New York Times,1
Keith Coventry,1
Jean Moral,1
Hally Pancer,1
"S.K.F. Industries, Inc., Hartford, CT",1
Andrzej Karpiński,1
Dudley Lee,1
Naganuma Koichi,1
"Unknown Designer, Jean Badovici",1
Horst Hoheisel,1
"Peter Moore, Dick Higgins",1
Décolletage Plastique Design Team,1
Henk Stallinga,1
"Romas Viesulas, Sylvano Bussotti",1
Jerzy Tchorzewski,1
"Greg Porto, Jean-Paul Goude",1
Osawa Gakyù,1
"Jean (Hans) Arp, Walter Cyliax",1
Victor Huey,1
Richard Harrington,1
Nisson Shifrin,1
"Various Artists, John Willenbecher, Tom Wesselmann, Peter Saul, Claes Oldenburg, Marisol (Marisol Escobar), Josef Levi, Allen Jones, Kenneth Koch, Red Grooms, Andy Warhol, Allen Ginsberg, Gerard Malanga, Robert Indiana, Robert Creeley",1
"Sam Lucente, John Karidis, Robert P. Tennant, Richard Sapper, IBM Corporation",1
A B Norna Hemslojd,1
Li Hong,1
Michael Smith,1
Minoru Niizuma,1
Alfred Karl Zlevor,1
"Josef Eberz, Renatus Kuno",1
Heini Fischer-Corso,1
Michael S. Riedel,1
Tristram Hillier,1
"Malcolm Garrett, Linder [Linda Sterling]",1
Jakob Tuggener,1
Sidney Tillim,1
"Various Artists, André Breton, Alexander Calder, Leonora Carrington, Marc Chagall, Max Ernst, David Hare, André Masson, Robert Motherwell, Kurt Seligmann, Yves Tanguy",1
Lazar Vujaklija,1
"Yoko Ono, Joe Jones",1
Skunder (Skunder Boghossian),1
John Loring,1
Fritz Fischer-Nosbisch,1
Arthur Luis Piza,1
Todd Field,1
"Massimo Vignelli, Joan Charysyn, Unimark International Corporation, New York",1
"Marjan van Aubel, James Shaw",1
Pirkle Jones,1
Philomé Obin,1
Philip von Schantz,1
Carl Toth,1
John Pinderhughes,1
Jewett Campbell,1
Nicolaas (Sophie Warburg) Warb,1
Geoffrey Mann,1
Bill Woodrow,1
Anna Letycia Quadros,1
Félix Teynard,1
Katharina Heise (Karl Luis Heinrich-Salze),1
"Cadavre Exquis, André Breton, Max Morise, Jeannette Ducrocq Tanguy, Pierre Naville, Benjamin Péret, Yves Tanguy, Jacques Prévert",1
Gabisile Nkosi,1
Luba Lukova,1
Kenneth Bushnell,1
Robert Mallet-Stevens,1
"E. Anger, Lisa Pasedag",1
"Aleksandr Vasilevich Druzhkov, Efim Mezhbarg",1
Bill Seaman,1
"Ray Lowry, Pennie Smith",1
Eugen Schüfftan,1
"Lele Saveri, Various Artists",1
Kanuge John Bosco,1
Declan Haun,1
Théophile Jaquen,1
Zvi Gali,1
Eduardo Moll,1
Raoul François Larche,1
Jean Christian Bourcart,1
"Xerox Palo Alto Research Center, Palo Alto, CA",1
"Horst Eigen, Eberhard Marhold, Roswitha Marhold",1
Floris Meydam,1
Paulo Bruscky,1
"John Cage, Calvin Sumsion",1
Linda Lindroth,1
"Richard Sapper, Sam Lucente",1
"Karl Klefisch, Günther Fröhling",1
Jean de Calduin,1
Peter Agostini,1
"U.S. Geological Survey and NASA, Surveyor III",1
Ed Clark,1
Francis Noel,1
George Hardie,1
Andrew Foster Bush,1
Werner John,1
Hakudo Kobayashi,1
"Lucien Castaing-Taylor, Ilisa Barbash",1
Richard Kelly,1
Lucílio Corrêa Leite Filho,1
"Frank Lupo, Daniel Rowen",1
Zak Smith,1
Hal Woolf,1
Adriaan Geuze,1
Jean Boucher,1
Gustave Buchet,1
Nicolau Vergueiro,1
"Conrad Felixmüller, Heinrich Zernack, Franz Wilhelm Seiwert",1
The Living,1
Molly Crabapple,1
Marja Mikkonen,1
Red David Rodriguez,1
Instituto Lina Bo e Pietro Maria Bardi,1
Gerald Wilde,1
"Luis Arenal, Raúl Anguiano",1
"Cesare Casati, C. Emanuele Ponzio",1
"Susan Schwalb, Martin Boykan",1
Concetta Scaravaglione,1
Gottfried Helnwein,1
"Ian Hamilton Finlay, Kathleen Lindsley",1
John Lee Hancock,1
Gregory Green,1
Terry Jennings,1
Perry Hoberman,1
Arturo Sandoval,1
"Various Artists, El Anatsui, Nathalie Djurberg, Rashid Johnson, R. H. Quaytman",1
Jessica Mein,1
Erik Herløw,1
Porsche Design Group,1
Marco Zotta,1
Walter Hunt,1
Willard Maas,1
Kumberai Mapanda,1
Zell Mabee,1
Julián Hernández,1
"Art Fry, Spencer Silver",1
Serge (Comte Serge Jastrebzoff) Férat,1
Charles Decroix,1
"Karl Koehler, Victor Ancona, Stephen Ancona",1
"Alexander Gardner, John Wood, James F. Gibson",1
Beth Brideau,1
Charles Loupot,1
Lorimer Johnston,1
Josef Rudolf Witzel,1
Guy Ritchie,1
"Various Artists, Minutemen, Meat Puppets, Saccharine Trust, Black Flag, Overkill, The Stains, Würm, Hüsker Dü, Raymond Pettibon",1
J. J. Christian Lebeau,1
Sohei Hashimoto,1
Edward Colker,1
June Leaf,1
Lorenzo Goñi,1
"Unknown Designer, Adolf Meyer",1
Edward Avedisian,1
"Various Artists, David Burliuk, Vladimir Burliuk, Nikolai Kul'bin, Aristarkh Lentulov, Aleksei Remizov, Olga Rozanova, Maria Siniakova, Russian, 1898-1989",1
"Otto Freundlich, Ottheinrich Strohmeyer, Josef Capek, Heinrich Hoerle, Katharina Heise (Karl Luis Heinrich-Salze), Karl Jacob Hirsch",1
Yerkes Observatory,1
Tekin,1
F. Strothmann,1
Henry G. Flannery,1
Kevin Dwyer,1
OJO,1
Warren Sonbert,1
"Various Artists, Lorna Simpson, Andres Serrano, Ben Sakoguchi, Adrian Piper, Luis Jimenez, Leon Golub, Luis Cruz Azaceta, Jerry Kearns, Ida Applebroog, Komar and Melamid, Robert Storr",1
Taupin,1
"Various Artists, Paul Staiger, Ben Schonzeit, John Salt, Richard McLean, Ralph Goings, Franz Gertsch, Don Eddy, Robert Cottingham, Robert Bechtle, Stephen Posen",1
Jean-Jacques Lebel,1
"Atelier Martine, Paris, France",1
Riba Rovira,1
Aurino Valenca Lins Darel,1
George Krikorian,1
"Bidner / Martinek, Erwin Wurm",1
"Lyn Blumenthal, Carole Klonarides, Edward Paschke",1
"Jean Prouvé, Pierre Missey",1
"Joan Miró, Fuller Fabrics",1
Oliver Gagliani,1
Didier Rittener,1
"Various Artists, Andy Warhol, Frank Stella, James Rosenquist, Larry Poons, Robert Morris, Roy Lichtenstein, Donald Judd, Jasper Johns, Lee Bontecou, Robert Rauschenberg",1
Robinson Devor,1
"El Lissitzky, Sophie Lissitsky",1
"Kathryn Bigelow, Roger Deakins",1
Nyaniso Christopher Lindi,1
"Various Artists, Anri Sala, Ellen Gallagher, Paul McCarthy, Matthew Brannon",1
Daniel Kelly,1
Ray H. French,1
Kenjiro Sekiguchi,1
Glenn Brown,1
Carles Asensio Monrabà,1
"Rüdiger Berlit, Conrad Felixmüller, Max Schwimmer, Eugen Hoffmann",1
Mario Dyyon,1
"Crimony, Raymond Pettibon",1
Lothar Fischer,1
Stuart Diamond,1
Marcel Lenoir,1
"Dean L. Fisher, Hancock Laverne",1
Natasa Berk,1
Bern Porter,1
Ilhan Koman,1
Keith Tyson,1
Bernard Frize,1
Wendy Meng,1
Roman Polanski,1
"Henri de Toulouse-Lautrec, Henri Floury",1
"Rem Koolhaas, Winy Maas, Elizabeth Alford, Xaveer de Geyter, Ray Maggiore, Vince Scirano, Ron Steiner, Yushi Uehara",1
Wolfgang Schmidt,1
America Sanchez,1
Peter Moore,1
Rouben Ter-Arutunian,1
Dusan Dzamonja,1
"David Byrne, Stephen R. Johnson",1
"David Staub, Richard N. Naylor",1
Robert Moon,1
Samuel Chamberlain,1
Sam Kaner,1
Christophe Honoré,1
"David Burliuk, Olga Rozanova",1
Zhang Huan,1
Niels Sylvester Bendtsen,1
Florence E. Piper,1
Charles Klabunde,1
Roy Grace,1
Kathy Butterly,1
Rowland Hilder,1
"George Maciunas, Per Kirkeby",1
Paula Hayes,1
Eiichiro Katayama,1
Shoichi Makino,1
Krzysztof Kiéslowski,1
Akihiro Kaneko,1
Aleksandr Shevchenko,1
Maurice Réalier-Dumas,1
"Griswold Manufacturing Co., Erie, PA",1
"George Hardie, Hipgnosis, Harvest Records",1
Katsuji Fukuda,1
Dieter Wackerlin,1
Gyula Fodor,1
Bryan Wynter,1
Joseph Lacasse,1
Cindy van den Bremen,1
"Edwin Schlossberg, Edwin Schlossberg, Robert Rauschenberg",1
"Jurriaan Kok, Samuel Schellink",1
Vectorama.org,1
King Baggot,1
Toni Grand,1
Ingram Marshall,1
"Various Artists, Marcel Duchamp, Alexander Calder, Julio de Diego, Hans Bellmer, David Hare, Victor Brauner, Serge Brignoni, Bruno Capacci, Jean (Hans) Arp, Enrico Donati, Dorothea Tanning, Max Ernst, Jacques Hérold, Marcel Jean, Wifredo Lam, Jacqueline Lamba, Joan Miró, Kay Sage, Yves Tanguy, Elisabeth van Damme",1
"Julije Knifer, Gorgona artists group",1
Charles Robert Ashbee,1
Joseph Raffael,1
"Various Artists, Nancy Spero, Ross Bleckner, Mike Kelley, Simon Leung, Louise Bourgeois, Kiki Smith, Lorna Simpson",1
"George Maciunas, Fluxus",1
Jay D. Sorensen,1
Steve Fagin,1
Stanley J. Forman/Boston Herald via Associated Press,1
"Gerrit Rietveld, Mrs. Truus Schröder-Schräder",1
A. Richard Ranft,1
Susan Harris/The New York Times,1
Eckersley Lombers,1
LeRoy Southward Robbins,1
Arthur Osver,1
Aida Carballo,1
Val Telberg,1
Ernst Deutsch,1
Henry Rushburg,1
"Edward Weston, Margrethe Mather, Margrethe Mather",1
Nobodycorp Internationale Unlimited,1
American Type Founders,1
"Ben Vautier, Ken Friedman, Robert Watts",1
Adam Fuss,1
David Shaw,1
Paola Pivi,1
Jonathan W. Strong,1
Munira Al-Kazi,1
Allan Gittler (Avraham Bar Rashi),1
"Various Artists, Emilio Malenotti, Fabrizio Gori, Paolo Favi, Liberia Pini, Vinicio Berti",1
Richard Gangle,1
Jon Favreau,1
Stanley Lench,1
Logicaland,1
Thomas Young,1
Ben Affleck,1
Rizoto,1
"Marcel Wanders, Bertjan Pot",1
Jean Oberlé,1
"Peter Weibel, Cathrin Pichler, Otto E. Rossler",1
Adolphe-Léon Willette,1
Dusti Bongé,1
Pablo Trapero,1
Rafael Barradas,1
"Eugen Lenz, Max Lenz",1
Lehner & Mader,1
John Lesnick,1
William Congdon,1
Leon Appelbaum,1
"Pay The Man, Raymond Pettibon",1
Francis De Erdely,1
"Various Artists, Ezio Martinelli, Peter Grippe, Franz Kline, Fred Becker, Ben Nicholson, Letterio Calapai, Salvatore Grippi, Stanley William Hayter, Pierre Alechinsky, Jacques Lipchitz, Adja Yunkers, Irene Rice Pereira, Helen Phillips, André Racz, Kurt Roesch, Attilio Salemme, Louis Schanker, Karl Schrag, Esteban Vicente, Willem de Kooning",1
Leonid A. Voronov,1
Eugene Walters,1
Gisela Clemens,1
Phillip W. Hoffman,1
Winston Smith,1
Erika Giovanna Klien,1
Ludwig Littmann,1
Ricardo Martinez,1
Paul Staiger,1
"Jack Schulze, James King, Campbell Orme",1
"Spike Jonze, Weezer",1
"Thomas Geismar, Ivan Chermayeff, Bruce Blackburn",1
"Various Artists, John Cage, Terry Fox",1
"Charles S. Anderson, Dan Olson",1
"Teppo Asikainen, OFFECCT",1
Arnold Schmidt,1
Fujio Matsugi,1
Alexander Benois,1
Waldemar Ohly,1
Martin Campbell,1
"Various Artists, Émile Berchmans, Armand Berton, Georges de Feure, Alphonse Mucha",1
"Galya Rosenfeld, Bezalel Academy of Art and Design",1
Manu Prakash,1
"Gary Essert, Dahlgren",1
Augustin Càrdenas,1
Edward G. Sutt Jr.,1
H. Bellery-Desfontaines,1
Emilio Cerri,1
Marjory Collins,1
Anatole Saderman,1
Albert Besnard,1
David True,1
"Liberty & Co., Ltd., London",1
"Baum-Mercier, Switzerland",1
Kain May,1
Luther Price,1
Jeffrey Ingram Stone,1
Harry Gitlin,1
Glenn Goldberg,1
Laura Andreson,1
Henry Bataille,1
Martin Moratillo,1
"Pandit Pran Nath, Marian Zazeela",1
George Ladas,1
"Hipgnosis, Atlantic Records",1
"Alexander Gardner, D. B. Woodbury",1
"Ecke Bonk, Typosophes sans frontieres",1
Roc Caivano,1
"Knoll Textiles, New York, NY",1
J. De Praetre,1
Martin Crampton,1
Linda White,1
David Chipperfield,1
Linda Lindeberg,1
"David Bowie, Mark Romanek",1
Trace And Warner,1
Jason Salavon,1
Richard Learoyd,1
David Prentice,1
Eija-Liisa Ahtila,1
Carl (Carlo) Mense,1
Marcela Poch,1
Sid Kaplan,1
Carl Hugo Pott,1
David Gordon Green,1
Sheila Isham,1
C. R. Savage,1
Leszek Holdanowicz,1
Toshio Iwai,1
M. Waddell,1
Jorge Demirjian,1
Guglielmo Berchicci,1
B. B. Mccormick,1
Ron Sewell,1
Vic Gentils,1
Hoy Cheong,1
André Bloc,1
Keld Helmer-Petersen,1
"Vollrath Co., Sheboygan, WI",1
James Miho,1
François Rouan,1
Paul Bergtold,1
Alfred H. Maurer,1
Boutrou,1
Joseph Cedar,1
"Kirsten Everberg, Niels Borch Jensen Værksted for Koppertryk, Copenhagen",1
Achille Mauzan,1
