,Name
"Arthur Ginsberg, Skip Sweeney, Video Free America",1
Gabriel de Rumine,1
David Jeffrey,1
"Various Artists, David Bradshaw, Eva Hesse, Stephen Kaltenbach, Bruce Nauman, Alan Saret, Richard Serra, Keith Sonnier",1
Edna Clarke-Hall,1
Ado Sato,1
Gordon Onslow-Ford,1
Albert Rudomine,1
Rafael Hastings,1
Joseph Jachna,1
Sydney Cash,1
"Christian Richters, Hani Rashid, Lise Anne Couture",1
"Oskar Birckenbach, Rüdiger Berlit",1
"Philip L. Goodwin, Edward Durell Stone",1
Rupprecht Geiger,1
Roald Steen Hansen,1
"Michael Graves, Timothy Wood, Peter Waldman, Peter Carl, Robert White, Christopher Chimera",1
A. Le Blondel,1
Henry Khudyakov,1
Alphonse Levy,1
James Gross,1
Marvin E. Newman,1
Charles Famin,1
Frederick Knecht Detwiller,1
Herbert Krenchel,1
M & Co,1
Loretta Lux,1
Edward Waisnis,1
Zeilinger,1
"Carsten Höller, Gilles Deleuze",1
"Various Artists, David Peel & The Lower East Side, Motorpsycho, Meathead, Jesus Fuck & Da Murderers, Starfuckers, Eugene Chadbourne, Controlled Bleeding, Skullflower, Raymond Pettibon",1
Carlo Bartoli,1
Mohsen Vaziri-Moqaddam,1
Art Wood,1
Fahmi Reza,1
"Einar Hareide, Anders Hansen, Øivind Resch, Hareide Designmill",1
Olav Westphalen,1
Keith James Aulik,1
Ali Tayar,1
Fuller Fabrics,1
"Ben Maddow, Sidney Meyers, Joseph Strick",1
"Lyn Godley, Lloyd Schwan",1
Kent Porter/The Press Democrat via Assocated Press,1
"Josef Hoffmann, Berthold Löffler",1
"Avram Finkelstein, Vincent Gagliostro",1
Guy Pène du Bois,1
Anita Thacher,1
Vern Hume,1
Teodoro Maus,1
Christopher Brown,1
Diane Poitras,1
"Jacques Villon, Pablo Picasso",1
José Manuel Schmill,1
Manoucher Yektai,1
"Herbert Anger, Conrad Felixmüller, A. Krapp",1
Mildred Leo Clemens,1
H.H. Blakesly,1
"Unknown Designer, Giacomo Balla",1
Iyola,1
Albert Urban,1
Viaceslav Kalinin,1
Starr Ockenga,1
"Raymond Pettibon, Blank",1
"Marc Camille Chaimowicz, Atelier",1
Jochen Gerz,1
Charles Berger,1
Osiah Masekoameng,1
Bill Stewart,1
James Jarvaise,1
Li-Fa Shaih,1
Sargent & Co.,1
Colleen Browning,1
Danny (Danny Pierce),1
"Pace Products, Chicago, IL",1
G. E. Kidder Smith,1
Marin Karmitz,1
Stephan Erfurt,1
Kendra Ferguson,1
Camera Arts Studios,1
"John ""Teflon"" Sims, David Storey, Rick Mann",1
"Peter Saville, Ben Kelly, Factory Records, Manchester",1
Max Boehme,1
Michael Paxton,1
Grace A. Snyder,1
Eduardo Stupía,1
Laurence Scholder,1
Hideoki Hagiwara,1
"Owada, Martin Creed, Adam McEwen, Keiko Owada",1
"George Brecht, Alison Knowles, Robert Watts",1
Bob Rogers,1
Lawrence Atkinson,1
"Alsterfors, Sweden",1
Enrico Castellani,1
Eve Kirk,1
Elmer Schooley,1
Yaron Leshem,1
Acme News Pictures,1
Lucien Vlerick,1
Andreas Moritz,1
Tobia Scarpa,1
Bernard Walsh,1
"Mirko Ilić, Slobodan Tadić",1
Michael Haneke,1
"Varvara Alexandrovna Rodchenko, Varvara Stepanova",1
"Various Artists, Sol LeWitt, Mel Bochner, Dan Graham, Richard Long, Christo, Jan Dibbets, Tom Gormley, Douglas Huebler, Allan Kaprow, Joseph Kosuth, Andy Warhol, Robert Morris, Bruce Nauman, Dennis Oppenheim, Robert Rauschenberg, Edward Ruscha, Robert Smithson, Bernar Venet, Michael Kirby",1
Duncan Turner,1
Danilo di Prete,1
Harry Gordon,1
Hans Scharoun,1
Maurice Pialat,1
"Lucio Costa, Carlos Leão, Jorge Machado Moreira, Oscar Niemeyer, Affonso Eduardo Reidy, Ernani Vasconcelos, Le Corbusier (Charles-Édouard Jeanneret)",1
Ayse Birsel,1
"Cady Noland, Diana Balton",1
Oronzo Gasparo,1
Robert Barnes,1
Alison Rossiter,1
Erol (Erol Akyavas),1
"Pizzi & Pizio, Milan-Rome",1
Alec Soth,1
Jack Roth,1
Nina Bovasso,1
István Kerny,1
"Johanna Billing, Maria Crista",1
Karla Knight,1
"Michel Würthle, Franz Kaltenbeck",1
Francis Ford,1
Will Hiroshi Oda,1
"Ed Kilduff, Dean Chapman, Pollen Design, Paul Treible, Jon Leyfert, Computer Design, Inc., Manuel Saez, Marc Plawner, Erika Gerzsenyi, Humanscale",1
Sebastian Schroder,1
Amador Lugo,1
Leonard Edmonson,1
Ben F. Wilson,1
Yamina Bachir-Chouikh,1
"Various Artists, Germs, Minutemen, Redd Kross, Modern Warfare, Shattered Faith, Anti, Hari Kari, Mood of Defiance, Sin 34, Artistic Decline, Modern Torture, Invisible Chains, Slivers, Vox Pop, Marshall Mellow, Carl Stone, Doo-Dooettes, Zurich 1916, Tone Deaf, Debt Of Nature, Raymond Pettibon",1
"Stephen R. Fitch, Jim Dine",1
Brian Alexander,1
Hella Skowronski,1
Priska Von Martin,1
"Peter Eisenman, Robert Cole",1
Barbara Brown,1
Ernesto Deira,1
Salvatore Grippi,1
"Associated Press, Arnold Hardy",1
Revital Cohen,1
Felix Buhot,1
"Per Jari, Jan Ohrn",1
Robert Laurent,1
Karl-Heinz Droste,1
"Gustav Klutsis, Aleksandr Rodchenko, Sergei Sen'kin",1
Alexei Alexandrovich Tyapushkin,1
Rodolfo Nieto,1
Roger Peet,1
Oren Moverman,1
Lech Majewski,1
Vanalyne Green,1
John Timothy Curran,1
"Saul Bass, Duke Ellington, Columbia Records",1
Ruth Eckstein,1
Ayah Bdeir,1
Chad McCail,1
"Peter Saville, Joy Division, Factory Records, Manchester",1
Tom McGlynn,1
Mehemed Fehmy Agha,1
"Brigada Inti Peredo, Juventud Socialista",1
"Toray Industries, Inc., Tokyo, Nitto Seimo Co. Ltd., company design",1
"William Plumb, Eliot Noyes and Associates",1
Gail Dianna Schlaifer,1
Leo McCarey,1
"Richard Seewald, Renatus Kuno",1
"Massimo Vignelli, Bob Noorda, MTA New York City Transit, Bergen Street Sign Shop",1
Yoo Kang Yl,1
Elfi Schuselka,1
"Charlotte Perriand, Le Corbusier (Charles-Édouard Jeanneret), ATBAT",1
Bruce Weber,1
"Emmy van Leersum, Gils Bakker",1
Robert Dawson,1
Anne Fontaine,1
"Roland Topor, Daniel Spoerri, Robert Filliou",1
"Apple, Inc., Steve Jobs, Jerry Manock",1
Jun Shiraoka,1
Miguel Bresciano,1
Mark Boyle,1
"Ben Drury, Dean Chalkley",1
Eduard Flor,1
"Otto Freundlich, Ottheinrich Strohmeyer, Emil Maetzel, Ines Wetzel",1
John E. Sheridan,1
Colette Bangert,1
Kiki (Kiki O. K.) Kogelnik,1
Laura Poitras,1
"Unknown Designer, Max Ernst",1
Horst B. Baerenz,1
M. Leone Bracker,1
Raymond Breinin,1
British Official Radiophoto/The New York Times,1
Stella C. Salisbury,1
Gertrude LeRoy Brown,1
Tirtza Even,1
Brunton,1
Fritz Eichenberg,1
Davide Cantoni,1
Roland Kempe,1
Ahmed Yacoubi,1
David Burliuk,1
Jean Locey,1
Dmitrii Stakhievich Moor,1
Bill Henry,1
Judith Scott,1
Susan Milano,1
Elena Serrano,1
W. J. Steegles,1
"Various Artists, Jorge Pardo",1
Bogdan Achimescu,1
Toyin Ojih Odutola,1
Hans Theo Baumann,1
"Lisa Steele, Kim Tomczak",1
Melinda Morey,1
James Abbe,1
Dörte Helm,1
Clive Gardiner,1
Marius Watz,1
Joost Baljeu,1
Osvaldo Borsani,1
"Koshiro Onchi, Katô Tarô, Jun'ichiro Sekino, Suihara Masami, Yamaguchi Gen",1
Douglas Schwartz,1
"Airstream, Inc.",1
"Alexander Brodsky, Ilya Utkin",1
Alfredo Martinez,1
Jonathan Parker,1
Doug Edge,1
Naoki Yoshimoto,1
Jan Cox,1
Stroop Report,1
John Lueders-Booth,1
"Byrd Hoffman School of Byrds, Robert Wilson",1
Édouard-Wilfred Buquet,1
Disarmament Video Survey Collection,1
Renato Cristiano,1
"Marcel Broodthaers, Jan Sanders",1
Shikanosuke Yagaki,1
Anne Ramsden,1
"Willem de Ridder, James Riddle, Paul Sharits, Mieko Shiomi, Ben Vautier",1
Nikolaus Urban,1
Bob Sabiston,1
"Martin Kippenberger, Michael Krebber, Günther Förg",1
Stephan Balkenhol,1
"A.L. Hirsch & Co., New York, NY",1
"Trudi Sitterle, Harold Sitterle, Keith Hovis",1
De Wain Valentine,1
Herry Perry,1
"Leonardo Finotti, Clorindo Testa",1
"Anton Giulio Bragaglia, Arturo Bragaglia",1
Lauren Piperno,1
Mokuma Kikuhata,1
Eric Isenburger,1
Sabine Hornig,1
"Jan Wichers, Alexander Blomberg",1
"Mallory Industries, Inc., Farmington, CT",1
Marvin Rhodes,1
Linda Montano,1
Eder Santos,1
Lothar Baumgarten,1
Gabriel Alix,1
"Hans Brockhage, Erwin Andra",1
"Brad Bird, Jan Pinkava",1
Reena Spaulings,1
P. A. Miller,1
Mordechai Avniel,1
Robert Beauchamp,1
David Wilcox,1
"Susi Berger, Ueli Berger",1
Kazuhiro Soda,1
Fabrizio Clerici,1
Mario De Biasi,1
Francois Dallegret,1
J. Briones,1
"Imperial Glass Corp., Bellaire, OH",1
Terrence Malick,1
Guiseppe Pagano,1
"Greg Porto, Jean-Paul Goude, Glenn O'Brien, Island Records",1
Victor Sjöström,1
"Jean-Pierre Dardenne, Luc Dardenne",1
Sam Suliman,1
"Various Artists, Liam Gillick, Sarah Morris, Bridget Riley, Matthew Ritchie",1
Harry Zolotow,1
"Joel Sanders, Architect, Joel Sanders, Marc Tsurumaki, Ernest Guenzburger, Sean Keller, Dillon Kyle, Cary Siress",1
Prince Toffee,1
"David Maysles, Albert Maysles, Charlotte Zwerin",1
Miklos Erhardt,1
Clarence Lincoln Block,1
"Kolatan / Mac Donald Studio, Ayse Sulan Kolatan, William J. Mac Donald, Minsuk Cho, Ferda Kolatan, Chiakai Yang, Anke Scheren, Michael Kennedy, George Grenier III, Joseph Bula, Baine Gaiser, Patrick Kane, Antonio Palladino, Teresa Chang, Gayle Tsern, Long Hair George Krausas",1
Angelo Ippolito,1
"Frieder Grindler, Renata Grindler",1
Stash Two (Josh Franklin),1
Alejandro Mario Yllanes,1
Bruno Ceccobelli,1
John Outterbridge,1
Christopher Connell,1
Gerald Abramovitz,1
"Arthur S. Mole, John D. Thomas",1
Melchior,1
"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli",1
Neal Ascherson,1
Eugenie Baizerman,1
Luis Alberto Wells,1
Carlo Cisventi,1
Louis Cane,1
Ardegno Soffici,1
"Lance Wyman, Eduardo Terrazas",1
Riccardo Blumer,1
William Dieterle,1
Al Lieberman,1
Arne Skouen,1
Ines Lombardi,1
"Craig Grimes, The Pennsylvania State University",1
Thomas Sicurella,1
Solomon Iudovin,1
"Annette Peacock, Richard Davis",1
Hans-Christian Schmid,1
Marsha Burns,1
Oliver Croy,1
ACT UP (AIDS Coalition to Unleash Power),1
Elva L. Brownson,1
Marvin Brown,1
Helena Hernmarck,1
Valère Bernard,1
Glenn Grohe,1
"Kevan Laycraft, Alan Randall Best",1
Anna Chojnacka,1
André Komatsu,1
Per Krohg,1
Erik Barnouw,1
David Hominal,1
Kazuo Nakamura,1
Jack Clements,1
"Markus Hanakam, Christoph Priglinger, Roswitha Schuller",1
Richard Schadewell,1
Julie Bertuccelli,1
Elizabeth Butterworth,1
"Bob Pellegrini, Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad, Michael Putnam",1
Anon,1
Erno Metzner,1
"Rem Koolhaas, Gro Bonesmo, Jeroen Thomas",1
"Walter Frederick Morrison, Warren Franscioni",1
Robert Howlett,1
Takao Yamada,1
Esias Thoren,1
Christopher Zalla,1
Steven Sorman,1
Artrouble,1
Britt-Louise Sundell,1
Gruppe X,1
Louis-Abel Truchet,1
Giorgio Bompadre,1
Nicholas Pope,1
Alfred Choubrac,1
"George Nelson, Ronald Beckman, John Svezia, Ray Wilkes, Irving Harper, George Nelson Associates",1
Ethel Reed,1
Tommaso Cuccioni,1
Gilles Gheerbrant,1
Vasyl' Krychevs'kyi,1
"Piotr Tofil, Dezerter",1
Dinora (Doudtchitsky),1
John Langdon,1
"James Wines, Mel Chin",1
Heinz Bahr,1
Arthur William Brown,1
Henri Lebasque,1
"Various Artists, Fritz Scholder, Edward Ruscha, Jacob Lawrence, Alex Katz, Robert Indiana, Joseph Hirsch, Red Grooms, Audrey Flack, Colleen Browning, Will Barnet",1
Don Ornitz,1
H.V.,1
"Reginald Orton, Erik Hersman, Philip Walton",1
Blanc et Demilly,1
"Various Artists, Gertrude Käsebier, Alvin Langdon Coburn, Unknown photographer, Edward Steichen",1
"Raymond Pettibon, Hans Weigand",1
"Rem Koolhaas, Ellen van Loon",1
Paolo Garretto,1
"Frederick Kiesler, Kunsthandlung Würthle & Sohn",1
Katharina Grosse,1
Margo Humphrey,1
Kenneth Fritch,1
"Various Artists, Mel Bochner, Christo, Jan Dibbets, Tom Gormley, Dan Graham, Douglas Huebler, Allan Kaprow, Michael Kirby, Joseph Kosuth, Sol LeWitt, Richard Long, Robert Morris, Bruce Nauman, Dennis Oppenheim, Robert Rauschenberg, Edward Ruscha, Robert Smithson, Bernar Venet, Andy Warhol",1
"Joel Coen, Ethan Coen",1
"Houston Conwill, Joseph De Pace, Estella Conwill Majozo",1
Harry Brorby,1
Pavel Filonov,1
"Harry Miles, Herbert Miles, Earl Miles, Joseph Miles",1
Federico Fellini,1
Atom Egoyan,1
"George Maciunas, Mieko Shiomi",1
Kurt Versen,1
Flex Development B.V.,1
Vera Lutter,1
Richard Harlfinger,1
"Stanislaw Kubicki, A. Krapp, Franz Wilhelm Seiwert, Karl Schmidt-Rottluff, Otto Freundlich",1
Gunnel Nyman,1
Mar Jean Kettunen,1
Azazel Jacobs,1
Paul Resika,1
Gustave Doré,1
Moira Dryer,1
Guillaume Apollinaire,1
Sam Joseph Ntiro,1
Marek Kvetan,1
Mikael Björnstjerna,1
Chris D.,1
Eugène Corneau,1
"Mikhail Maslianenko, Nikolai Prusakov",1
Marco Brambilla,1
Jim Ward,1
Giorgio Soavi,1
Wim Gijzen,1
Franco Albini,1
Fritz Boscovits,1
Velox Ward,1
Francois Deschamps,1
Charles Hagen,1
Barbara Buckner,1
Judith Mason,1
Feng Mengbo,1
Algernon Newton,1
Wallace McCutcheon Jr.,1
"Marijan Jevšovar, Gorgona artists group",1
Federico,1
Richard Rothman,1
Jinkichi Koga,1
Louis Christiann Kalff,1
Stuart Sherman,1
Frank Brangwyn,1
"Ottheinrich Strohmeyer, Christian Schad, Arthur Segal, Franz Wilhelm Seiwert, Raoul Hausmann",1
Shalom Gorewitz,1
Efrain Almeida,1
Laurie Reid,1
Susan Hefuna,1
Forcefield,1
L. Jean Droit,1
Phyllis Baldino,1
Harmony Hammond,1
Michael Von Biel,1
Alberto Viani,1
Alex Cox,1
"Karl Schmidt-Rottluff, Wilhelm Schuler, Ines Wetzel, Walter O. Grimm, Arthur Goetz, Bruno Beye, Wladislav Skotarek, Josef Capek, Franz Wilhelm Seiwert, Julius Kaufmann, Erich Goldbaum",1
"Elizabeth ""Grandma"" Layton",1
Gary Essert,1
Dietrich Lubs,1
Willi Titze,1
Kayserzinn Workshop,1
"Kaneko Orimono Co., Ltd., Gumma, Japan",1
Stan Philips,1
Marina Faust,1
Francisco Castro Leñero,1
"Josef Hoffmann, Oswald Haerdtl",1
Doron Rabinovici,1
Sanne Sannes,1
Gerd Arntz,1
David Aronson,1
"Various Artists, Fritz Zeymer, Berthold Löffler, Oskar Kokoschka, Carl Otto Czeschka",1
Gerda Mikhailova Nemenova,1
Ari 't Hart,1
"Ben Vautier, Alison Knowles",1
Max Penson,1
R. Schwarzkopf,1
Nhlanhla Xaba,1
Robert S. Redfield,1
Oliver Boberg,1
Paul A. Zahl,1
Linder [Linda Sterling],1
Christian (Johann Christianadolf) Friedrich,1
Helen Escobedo,1
Robert Hardmeyer,1
"Scott Wilson, Fritz Foord",1
"Takako Saito, George Maciunas",1
George L. Tucker,1
"Paula Scher, Art Kane",1
"David Burliuk, Vasilii Kamenskii",1
"Just Say No, Raymond Pettibon",1
"Jürgen Mayer H., Sebastian Finckh",1
J. Sluijters,1
"Mirko Ilić, F. V. Holi",1
Juanita (Jean) Exley,1
Art Bevacqua,1
Rea Tajiri,1
Senzo Yoshioka,1
Daria Esteva,1
Terence Conran,1
J. W. McManigal,1
"Glenn Branca, Dan Graham",1
Arthur Leipzig,1
Coloplast A/S,1
"Il'ia Erenburg, El Lissitzky",1
"Spike Jonze, Björk",1
Edward Durell Stone,1
"SANAA, Kazuyo Sejima, Ryue Nishizawa",1
"Francisco Méndez Labbé, School of Architecture, Catholic University of Valparaiso",1
Noah Baumbach,1
Hal Missingham,1
"Edward Ruscha, Mason Williams",1
Ken Kiff,1
Walter Schmögner,1
Su Braden,1
Pedro Coronel,1
"Redd Kross, Raymond Pettibon",1
Blondie,1
Caroline E. Heider,1
"Bloomfield/Travis, Pennie Smith",1
Marc Singer,1
"Donald Smith, Cook Laboratories Records",1
Mauritz Stiller,1
Milton Wynne,1
Art Hazelwood,1
David Swedlow,1
Gustav A. Brown,1
Josua Reichert,1
"Various Artists, Édouard Vuillard, André Villeboeuf, André Dunoyer de Segonzac",1
Vreni Löwensberg,1
Yoshito Takahashi,1
Maria Hahnenkamp,1
Spike Lee,1
Al Corchia,1
"Reid Miles, Francis Wolff, Blue Note Records",1
"Fritz Girardin, Weider",1
Peter Sciascin,1
"Katharina Heise (Karl Luis Heinrich-Salze), Otto Beyer, Leipzig/Berlin, Karl Jacob Hirsch, Augusta von Zitzewitz, Willi Zierath, Marie Rosalie (Mitzi) Friedmann-Otten, Georg Tappert",1
"Hans Richter, Christian Schad, Karl Jacob Hirsch",1
Sean Mellyn,1
Henri Detouche,1
Natalia Almada,1
Same Mendes,1
Joe Dea,1
"Lee Quinones, Eduardo Galeano",1
Rigobaldi,1
Silvie Defraoui,1
"Ezra Stoller, Frank Lloyd Wright",1
Saša Janez Mächtig,1
"Fisher-Price Toys Inc., East Aurora, NY",1
Flavio Costantini,1
Hugo Summerville,1
Helge Refn,1
CSS/Winfield,1
Hil de Gard,1
Nicolas Schöffer,1
"The Custanite Corp., Brooklyn, NY",1
"npk industrial design b.v., Wolfram Peters, Robert Sluijter, Janwillem Bouwknegt, Camille van den Brande, Paul Groeneveld",1
Thelma Becherer,1
DoDo Jin Ming,1
Lisa Larsen,1
Mehmet Emir,1
Paul Virilio,1
"Jan Tschichold, Marc Chagall",1
Alex Flett,1
"Various Artists, Dieter Roth, Gerhard Rühm, Oswald Wiener",1
Joe Steinmetz,1
"Eugene Gise, Natacha Rambova",1
Carole Caroompas,1
Markus Oehlen,1
Edoardo Landi,1
Emil Ruder,1
Antoni Kowalski,1
Neil Anderson,1
Caroline Hebbe-Hammarskiold,1
Koji Iwagami,1
Thomas V. Paulson,1
V. Prouvé,1
"Theo van Doesburg (Christian Emil Marie Küpper), Kurt Schwitters",1
Wolf Gremm,1
Nick Cave,1
Leo Katz,1
Albrecht D.,1
Robert Schneider,1
Tom Slaughter,1
Ralph M. Rosenborg,1
"Heimo Zobernig, Ferdinand Schmatz",1
Alfred Dargis,1
Julia Gorton,1
Gust Romijn,1
Helen Gilbert,1
Lorser Feitelson,1
H. H. French Studios,1
Edward Condak,1
David Fincher,1
Rolf Iseli,1
"George Him, Jan Lewitt",1
Vera Klement,1
Ceri Richards,1
Edwin Calligan,1
Marjorie Content,1
Wila,1
David Stephenson,1
David Annesley,1
W. T. Gossard,1
Edwin Middleton,1
Ted Braun,1
Joseph Pollet,1
"Sonic Youth, Tony Oursler",1
Gilles-Louis Chrétien,1
Marek Kozera,1
Oscar G. Rejlander,1
René Demeurisse,1
Olivier Mourgue,1
Gabi Klasmer,1
Kim Keever,1
Joan Logue,1
Davorin Savnik,1
Joshua Mosley,1
Robert Koepke,1
"Spike Jonze, Lance Bangs",1
Aleksandr Vesnin,1
"Peter Moore, George Maciunas",1
"Christien Meindertsma, Julie Joliat",1
E. Trautvetter,1
"Éditions Surréalistes, Paris",1
"Richard Gordon, Heribert Schiedel",1
Wanda Wulz,1
Deborah Kass,1
Ugo La Pietra,1
Boris Yaro,1
Jan Troell,1
Sang-Ah Choi,1
E. M. Cordier,1
Spin,1
"Wladyslaw Strzemiński, Katarzyna Kobro",1
Stork Club News Service,1
Melanie Smith,1
Anna Kowalska,1
Flavio Poli,1
Jonathan Callan,1
Paul Sparks,1
F. Bacon,1
Sylvia Plachy,1
Alun Leach-Jones,1
"Richard James, Betty James",1
Dirk Vander Kooij,1
"Oscar Niemeyer, Roberto Burle Marx",1
Gilbert Baker,1
Graham Gillmore,1
"Concept Inc., St. Petersburg, FL",1
"Almo, New York",1
John C. Rogers,1
Klaus Ottomeyer,1
Scott Myles,1
"Joe Jones, Alison Knowles",1
Mino Maccari,1
Charles Filiger,1
Henry Taylor,1
"Aleksander Borgenhov, Geir Eide, Lina Aker, Tom-Arne Solhaug, Fredrik Brodtkorb",1
Peter Paone,1
Diane Bonder,1
Yvaral (Jean Pierre Vasarely),1
Virginia Overton,1
Martín Ruiz de Azúa,1
Jean-Pierre Melville,1
Chto Delat (What is to be done?),1
Manijeh Hekmat,1
Colin Smith,1
Birdhead,1
Christine Boumeester,1
"Cloud 9, Barcelona, Acconci Studio, New York, Ruy Ohtake, Enric Ruiz-Geli",1
Christian Zervos,1
"Colin Williams, John A. Jenkins, Jr.",1
"Hans Gugelot, Reinhold Häcker",1
Mary Weatherford,1
Hap Tivey,1
Marlene Streeruwitz,1
Gerd Bonfert,1
Dacres Adams,1
Richard Lahey,1
Georges Ribemont-Dessaignes,1
Barbara Hammann,1
Shisui Tanahashi,1
Michael Train,1
Adam Shankman,1
Albert Angus Turbayne,1
Anthony Benjamin,1
Franz Maria Jansen,1
Rainer Wittenborn,1
William Walmsley,1
Mickey Ortiz,1
Peter Weir,1
Hugo Herdeg,1
"Otto Freundlich, Lothar Homeyer",1
Maria Reuter,1
"Peter Blake, Richard Evans, Clive Barker, Brian Aris, Gavin Cochrane, Warner Bros. Records, Bill Jacklin, Tom Phillips, Colin Self, Richard Hamilton, Michael Andrews, Allen Jones, David Inshaw, David Hockney, R. B. Kitaj, Howard Hodgkin, Patrick Caulfield, Joe Tilson, Patrick Procktor, David Tindle",1
Eric Drooker,1
Grete Jalk,1
"Gerhard Richter, Sigmar Polke",1
Jürgen Brodwolf,1
Dominic Thorburn,1
George Yuasa,1
Nikolai Prusakov,1
Francisco Rivero Gil,1
Michael Wilson,1
François Kollar,1
Jane Logemann,1
Charles Nkosi,1
"George Stone, Annabel Jankel, Rocky Morton",1
Makoto Nakamura,1
Daniel Lang,1
Oliver Wasow,1
Johannes Regn,1
Masaki Fujihata,1
Kenneth Hayes Miller,1
"Dieter Rams, Ulm Hochschule für Gestaltung",1
Shelby Kennedy,1
"Hans Michel, Günther Kieser",1
Michael Ponce De Leon,1
Nobuaki Kojima,1
"Various Artists, Richard Serra, Bernard Frize, Katharina Grosse",1
Antoine-Francois-Jean Claudet,1
Jane Wenger,1
"Mao Kawaguchi, Ayumi Shino",1
"Ernst Ludwig Kirchner, Rudolf Grossmann",1
Gary Bigot,1
Julia Thecla,1
"Toyo Ito, Toyo Ito & Associates, Architects",1
Ilene Segalove,1
Pio Manzù,1
Cinthia Marcelle,1
Timo Tauno Pajunen,1
Richard Alan Fox,1
David Henry Gerson,1
A. K. Barutchev,1
"Jean Crotti, Suzanne Duchamp",1
Georgii Iakulov,1
Rossella Bellusci,1
Al Loving,1
Frank Dobson,1
Marcel Mathys,1
"Steven Holl Architects, Steven Holl, Peter Lynch, Stephen Cassell, Pier Copat, Bryan Bell, Friederike Gross-Pietsche, Thomas Gardner",1
"Lawrence Luellen, Hugh Moore",1
Robert Shaw,1
"Eisenman Architects, New York, Peter Eisenman, Richard Rosson, Mark Wamble, Gregory Merryweather, Nazli Gononsay",1
Reynolds G. Dennis,1
Robert Doxat,1
JoAnn Carney,1
"Jim Traut, Mike Thomas, Laerdal Medical Corporation Design and Development Team",1
Fernando Ortega,1
"Robert Watts, George Brecht",1
Dmitri Baltermants,1
Ingeborg Strobl,1
"Tibor Kalman, Talking Heads, Tina Weymouth, Chris Frantz",1
Romeo Maestri,1
Keiji Otani,1
Byung Hoon Choi,1
Dimitri Petrov,1
André Cadere,1
Augusto Rivera,1
"Various Artists, Vasilii Chekrygin, Vladimir Mayakovsky, Lev Shekhtel [Lev Zhegin]",1
"Poptastic, Chris Fitzpatrick, Thomas Dimuzio",1
"David Byrne, Michael Hodgson, Jeff Ayeroff, Adelle Lutz, Sire Records",1
Alfredo Valente,1
Miao Xiaochun,1
Floris Jespers,1
Herman Roeg,1
Aligi Sassu,1
"Gad Shaanan Design, Inc.",1
"Henri-Gabriel Ibels, Henri-Gabriel Ibels",1
Mick Haggerty,1
"Werner Jeker, Marcus Kutter",1
"Haresh Lalvani, Bruce Gitlin, Alex Kveton, Neil Katz",1
Horace Pippin,1
Robert J. King,1
Betty Parsons,1
Natascha Sadr Haghighian,1
Alexei Tylevich,1
Kristians Tonny,1
Michael Winterbottom,1
"Unknown Designer, Rasch Brothers & Co.",1
Willy Heeks,1
Robert Shaye,1
Rick Griffin,1
Federico Guzmán,1
Alex Anderson/The New York Times,1
"Claude Chabrol, Jean Douchet, Jean-Luc Godard, Jean-Daniel Pollet, Eric Rohmer, Jean Rouch",1
Ryan McNamara,1
Armando Pizzinato,1
Kerim Ragimov,1
The Otolith Group,1
Gonzalo Diaz,1
Philippe Hosiasson,1
Alice Standish Buell,1
"Various Artists, Suzanne Valadon, Maurice Utrillo",1
R.J. Waters & Co.,1
Un'ichi Hiratsuka,1
"Downtown Community TV Center, Keiko Tsuno, Jon Alpert",1
Stanley Fisher,1
Thomas Heatherwick,1
Gillian Ayres,1
Spencer Frederick Gore,1
Lucian Pintilie,1
Nancy Genn,1
"A. Krapp, Conrad Felixmüller, Josef Eberz, Katharina Heise (Karl Luis Heinrich-Salze)",1
Paul Davis,1
Will Connell,1
Jane Poupelet,1
John Follis,1
Jean-Jacques Annaud,1
Oscar Jespers,1
"David Bush, Brian Lepine, Michael Zimmerman",1
"Lucy McKenzie, Bonnie Camplin, Enrico David",1
Shu Lea Cheang,1
"Peter Stathis, Michael McCoy",1
Sigmund Abeles,1
Reiko Tanabe,1
K.O.S. (Kids of Survival),1
Pablo Burchard,1
Paul van Hoeydonck,1
Jacques Mauny,1
Pan Daqiang,1
Katinka Mann,1
Bertalan Pór,1
"John Brockman, Judy Stern",1
Bela Kondor,1
Paolo Guiotto,1
"David Bowie, Dom + Nic",1
Hermann Misler,1
Penny George,1
"Various Artists, Jacques Lipchitz, Max Ernst, Alberto Giacometti, Alexander Calder, Fernand Léger, Giorgio de Chirico, Hans Erni, Justino Fernández, Nikos HadjiKyriakos-Ghika, Julio González, Jean (Hans) Arp, Vasily Kandinsky, Ossip Zadkine, Alberto Magnelli, Joan Miró, Ben Nicholson, Amédée Ozenfant, Pablo Picasso, Sophie Taeuber-Arp, Joaquín Torres-García, Kurt Seligmann, Gérard Vulliamy, Jean Hélion",1
"Tim Brennan, Kathy McArdie",1
Hoffman/International Press Studio,1
Walter Zehringer,1
L.A. Raeven,1
L. Roy,1
Alexander Gonda,1
Anna Jermolaewa,1
Paul Steiner,1
Konrad Klapheck,1
"Rose Clark, Elizabeth Flint Wade",1
Neal White,1
Werner Graul,1
Javier Carvajal,1
P. C. Helleu,1
"Swift & Anderson, Inc., Boston, MA",1
Mary Beams,1
