Name,Nationality,Gender,Birth Year,Death Year,Living Status,Age
Kunio Noda,Japanese,Male,1962,Alive,TRUE,#VALUE!
Laura Cottingham,American,Female,1959,Alive,TRUE,#VALUE!
Li Hong,Chinese,Female,1941,Alive,TRUE,#VALUE!
Liang Yue,Chinese,Female,1979,Alive,TRUE,#VALUE!
Linda Goode Bryant,American,Female,1949,Alive,TRUE,#VALUE!
Laura Poitras,American,Female,1964,Alive,TRUE,#VALUE!
Kim Tomczak,Canadian,Male,1952,Alive,TRUE,#VALUE!
Lu Chunsheng,Chinese,Female,1966,Alive,TRUE,#VALUE!
Lyn Blumenthal,American,Female,1949,1988,FALSE,39
Madelon Hooykaas,Dutch,Female,1942,Alive,TRUE,#VALUE!
Elsa Stansfield,Scottish,Female,1945,2004,FALSE,59
Marcela Poch,Chilean,Female,1964,Alive,TRUE,#VALUE!
Marcelo Tas,Brazilian,Male,1959,Alive,TRUE,#VALUE!
Fernando Meirelles,Brazilian,Male,1955,Alive,TRUE,#VALUE!
Max Almy,American,Female,1948,Alive,TRUE,#VALUE!
Maxi Cohen,American,Female,1949,Alive,TRUE,#VALUE!
Michael Klier,Czech,Male,1943,Alive,TRUE,#VALUE!
Michel Gondry,French,Male,1963,Alive,TRUE,#VALUE!
Morihiro Wada,Japanese,Male,1947,2007,FALSE,60
Nan Hoover,American,Female,1931,2008,FALSE,77
Naoko Tosa,Japanese,Female,1961,Alive,TRUE,#VALUE!
Nelson Henricks,Canadian,Male,1963,Alive,TRUE,#VALUE!
Nestor Olhagaray,Chilean,Male,1946,Alive,TRUE,#VALUE!
Nobuhiro Kawanaka,Japanese,Male,1941,Alive,TRUE,#VALUE!
Noriyuki Okuda,Japanese,Male,1940,Alive,TRUE,#VALUE!
Osamu Nagata,Japanese,Male,1950,Alive,TRUE,#VALUE!
Dimitri Devyatkin,American,Male,1949,Alive,TRUE,#VALUE!
Paul Wong,Canadian,Male,1954,Alive,TRUE,#VALUE!
Paulette Phillips,Canadian,Female,1956,Alive,TRUE,#VALUE!
Geoffrey Shea,Canadian,Male,1958,Alive,TRUE,#VALUE!
Dr. Dre,American,Male,1965,Alive,TRUE,#VALUE!
Philip Virus,German,Male,1971,Alive,TRUE,#VALUE!
Alec Empire,German,Male,1972,Alive,TRUE,#VALUE!
Rafael França,Brazilian,Male,1957,1991,FALSE,34
Robert Morin,Canadian,Male,1949,Alive,TRUE,#VALUE!
Roman Coppola,American,Male,1965,Alive,TRUE,#VALUE!
Roman Maskalev,Kyrgyzstani,Male,1977,Alive,TRUE,#VALUE!
Maxim Boronilov,Kyrgyzstani,Male,1980,Alive,TRUE,#VALUE!
Ros Barron,American,Female,1933,Alive,TRUE,#VALUE!
Dalibor Martinis,Croatian,Male,1947,Alive,TRUE,#VALUE!
Sara Diamond,American,Female,1954,Alive,TRUE,#VALUE!
Satoshi Ono,Japanese,Male,1977,Alive,TRUE,#VALUE!
Shoichiro Azuma,Japanese,Male,1957,Alive,TRUE,#VALUE!
Shuntaro Tanikawa,Japanese,Male,1931,Alive,TRUE,#VALUE!
Shuji Terayama,Japanese,Male,1935,1983,FALSE,48
Steve Fagin,American,Male,1946,Alive,TRUE,#VALUE!
Susan Rynard,Canadian,Female,1961,Alive,TRUE,#VALUE!
Tetsuo Mizuno,Japanese,Male,1948,Alive,TRUE,#VALUE!
Tirtza Even,Israeli,Female,1963,Alive,TRUE,#VALUE!
Tom Sherman,Canadian,Male,1947,Alive,TRUE,#VALUE!
Tsurumaki Kazuya,Japanese,Male,1966,Alive,TRUE,#VALUE!
Vern Hume,Canadian,Male,1956,Alive,TRUE,#VALUE!
Vincent Carelli,Brazilian,Male,1953,Alive,TRUE,#VALUE!
Wang Jianwei,Chinese,Male,1958,Alive,TRUE,#VALUE!
Xu Zhen,Chinese,Male,1977,Alive,TRUE,#VALUE!
Yang Zhenzhong,Chinese,Male,1968,Alive,TRUE,#VALUE!
Yau Ching,Chinese,Female,1966,Alive,TRUE,#VALUE!
Yoshiyuki Tomino,Japanese,Male,1941,Alive,TRUE,#VALUE!
Zhang Yuan,Chinese,Female,1963,Alive,TRUE,#VALUE!
Perry Hoberman,American,Male,1954,Alive,TRUE,#VALUE!
Willem de Ridder,Dutch,Male,1939,Alive,TRUE,#VALUE!
German Bobe,Chilean,Male,1963,Alive,TRUE,#VALUE!
Henry Flynt,American,Male,1940,Alive,TRUE,#VALUE!
James Victore,American,Male,1962,Alive,TRUE,#VALUE!
Esther Bubley,American,Female,1921,1998,FALSE,77
Matteo Bazzicalupo,Italian,Male,1966,Alive,TRUE,#VALUE!
Raffaella Mangiarotti,Italian,Female,1965,Alive,TRUE,#VALUE!
Clemens Weisshaar,German,Male,1977,Alive,TRUE,#VALUE!
Christoph Weisshaar,German,Male,1980,Alive,TRUE,#VALUE!
Charles Martin,French,Male,1884,1934,FALSE,50
Alfred Choubrac,French,Male,1853,1902,FALSE,49
Jorre van Ast,Dutch,Male,1980,Alive,TRUE,#VALUE!
Tabaimo,Japanese,Female,1975,Alive,TRUE,#VALUE!
Lotty Rosenfeld,Chilean,Female,1943,Alive,TRUE,#VALUE!
Eder Santos,Brazilian,Male,1960,Alive,TRUE,#VALUE!
Alan Scarritt,American,Male,1945,Alive,TRUE,#VALUE!
Sandra Llano-Mejia,Colombian,Female,1951,Alive,TRUE,#VALUE!
Rita Myers,American,Female,1947,Alive,TRUE,#VALUE!
François Girard,Canadian,Male,1963,Alive,TRUE,#VALUE!
Alexander Isley,American,Male,1961,Alive,TRUE,#VALUE!
Silvia Bächli,Swiss,Female,1956,Alive,TRUE,#VALUE!
Frank Barkow,American,Male,1957,Alive,TRUE,#VALUE!
Regine Leibinger,German,Female,1963,Alive,TRUE,#VALUE!
Blake Rayne,American,Male,1969,Alive,TRUE,#VALUE!
Christian Jankowski,German,Male,1968,Alive,TRUE,#VALUE!
Gedi Sibony,American,Male,1973,Alive,TRUE,#VALUE!
Jordi Canudas,Spanish,Male,1975,Alive,TRUE,#VALUE!
Klara Liden,Swedish,Female,1979,Alive,TRUE,#VALUE!
Lutz Mommartz,German,Male,1934,Alive,TRUE,#VALUE!
Andrei Monastyrski,Russian,Male,1949,Alive,TRUE,#VALUE!
Susanne Bier,Danish,Female,1960,Alive,TRUE,#VALUE!
Bent Hamer,Norwegian,Male,1956,Alive,TRUE,#VALUE!
Daniel Burman,Argentine,Male,1973,Alive,TRUE,#VALUE!
Patrice Chéreau,French,Male,1944,Alive,TRUE,#VALUE!
Keith Fulton,American,Male,1965,Alive,TRUE,#VALUE!
Louis Pepe,American,Male,1966,Alive,TRUE,#VALUE!
Lars von Trier,Danish,Male,1956,Alive,TRUE,#VALUE!
Patrice Leconte,French,Male,1947,Alive,TRUE,#VALUE!
Hirokazu Koreeda,Japanese,Male,1962,Alive,TRUE,#VALUE!
Hans-Christian Schmid,German,Male,1965,Alive,TRUE,#VALUE!
Cédric Klapisch,French,Male,1961,Alive,TRUE,#VALUE!
Hans Weingartner,Austrian,Male,1970,Alive,TRUE,#VALUE!
Guy Maddin,Canadian,Male,1956,Alive,TRUE,#VALUE!
Ken Loach,British,Male,1936,Alive,TRUE,#VALUE!
Lukas Moodysson,Swedish,Male,1969,Alive,TRUE,#VALUE!
Kevin Macdonald,Scottish,Male,1967,Alive,TRUE,#VALUE!
Michael Cuesta,American,Male,1963,Alive,TRUE,#VALUE!
Alfonso Cuaron,Mexican,Male,1961,Alive,TRUE,#VALUE!
Jim Gaylord,American,Male,1974,Alive,TRUE,#VALUE!
Richard Tipping,Australian,Male,1949,Alive,TRUE,#VALUE!
Judit Reigl,Hungarian,Female,1923,Alive,TRUE,#VALUE!
Feng Mengbo,Chinese,Male,1966,Alive,TRUE,#VALUE!
Rudolf Baschant,German,Male,1897,1955,FALSE,58
Moris (Israel Meza Moreno),Mexican,Male,1978,Alive,TRUE,#VALUE!
Tim Burton,American,Male,1958,Alive,TRUE,#VALUE!
Carlo Brogi,Italian,Male,1850,1925,FALSE,75
Olaf Martin Peder Væring,Norwegian,Male,1837,1906,FALSE,69
Peter Downsbrough,American,Male,1940,Alive,TRUE,#VALUE!
Robert H. Bergman,American,Male,1944,Alive,TRUE,#VALUE!
Paul Gavarni,French,Male,1804,1866,FALSE,62
Adolf Fassbender,American,Male,1884,1980,FALSE,96
Adrien Tournachon,French,Male,1825,1903,FALSE,78
Matt Connors,American,Male,1976,Alive,TRUE,#VALUE!
Beatriz González,Colombian,Female,1938,Alive,TRUE,#VALUE!
Francesco Cangiullo,Italian,Male,1884,1977,FALSE,93
Ingrid Wiener,Austrian,Female,1942,Alive,TRUE,#VALUE!
Frank Lupo,American,Male,1950,Alive,TRUE,#VALUE!
Daniel Rowen,American,Male,1953,2009,FALSE,56
Alison Knowles,American,Female,1933,Alive,TRUE,#VALUE!
John Moffat,Scottish,Male,1819,1894,FALSE,75
Robert Mallet-Stevens,French,Male,1886,1945,FALSE,59
Sue de Beer,American,Female,1973,Alive,TRUE,#VALUE!
Shay Alkalay,Israeli,Male,1976,Alive,TRUE,#VALUE!
Jonathan Runcio,Canadian,Male,1977,Alive,TRUE,#VALUE!
Lene Berg,Norwegian,Female,1965,Alive,TRUE,#VALUE!
Rosa Loy,German,Female,1958,Alive,TRUE,#VALUE!
Zachary Wollard,American,Male,1974,Alive,TRUE,#VALUE!
Mihály Biró,Hungarian,Male,1886,1949,FALSE,63
Amy Granat,American,Female,1976,Alive,TRUE,#VALUE!
Andrea Modica,American,Female,1960,Alive,TRUE,#VALUE!
Toshiko Okanoue,Japanese,Female,1928,Alive,TRUE,#VALUE!
Julian Rosefeldt,German,Male,1965,Alive,TRUE,#VALUE!
Guido van der Werve,Dutch,Male,1977,Alive,TRUE,#VALUE!
Edith Dekyndt,Belgian,Female,1960,Alive,TRUE,#VALUE!
Tomas Saraceno,Argentine,Male,1973,Alive,TRUE,#VALUE!
Grete Lihotzky,Austrian,Female,1897,2000,FALSE,103
Walter O. Grimm,German,Male,1894,1919,FALSE,25
Georg Tappert,German,Male,1880,1957,FALSE,77
Karl Jacob Hirsch,German,Male,1892,1952,FALSE,60
Josef Achmann,German,Male,1885,1958,FALSE,73
Georg Alexander Mathéy,German,Male,1884,1968,FALSE,84
Willi Zierath,German,Male,1890,1938,FALSE,48
Aloys Wach,Austrian,Male,1892,1940,FALSE,48
Grete Stern,Argentine,Female,1904,1999,FALSE,95
John Wood,British,Male,1969,Alive,TRUE,#VALUE!
Kinya Tagawa,Japanese,Male,1976,Alive,TRUE,#VALUE!
Toshio Iwai,Japanese,Male,1962,Alive,TRUE,#VALUE!
Noémi Raymond,American,Female,1889,1980,FALSE,91
Song Dong,Chinese,Male,1966,Alive,TRUE,#VALUE!
Auguste Belloc,French,Male,1800,1867,FALSE,67
Paul Marcellin Berthier,French,Male,1822,1912,FALSE,90
Alphonse Bertillon,French,Male,1853,1914,FALSE,61
Eugène Constant,French,Male,1840,1879,FALSE,39
Louis-Joseph Deflube,French,Male,1797,1884,FALSE,87
Frédéric A. Flacheron,French,Male,1813,1883,FALSE,70
André Giroux,French,Male,1801,1879,FALSE,78
Paul Henry,French,Male,1848,1902,FALSE,54
Auguste Vacquerie,French,Male,1819,1895,FALSE,76
Louis Adolphe Humbert de Molard,French,Male,1800,1874,FALSE,74
Jean-Charles Langlois,French,Male,1789,1870,FALSE,81
Bengt af Klintberg,Swedish,Male,1938,Alive,TRUE,#VALUE!
Eric Andersen,Danish,Male,1940,Alive,TRUE,#VALUE!
Sylvano Bussotti,Italian,Male,1931,Alive,TRUE,#VALUE!
Henning Christiansen,Danish,Male,1932,2008,FALSE,76
Giuseppe Chiari,Italian,Male,1926,2007,FALSE,81
Philip Corner,American,Male,1933,Alive,TRUE,#VALUE!
Toshi Ichiyanagi,Japanese,Male,1933,Alive,TRUE,#VALUE!
Terry Jennings,American,Male,1940,1981,FALSE,41
György Sándor Ligeti,Austrian,Male,1923,2006,FALSE,83
Yoriaki Matsudaira,Japanese,Male,1931,Alive,TRUE,#VALUE!
Pierre Mercure,Canadian,Male,1927,1966,FALSE,39
Heinz-Klaus Metzger,German,Male,1932,2009,FALSE,77
Gabriel de Rumine,Swiss,Male,1841,1871,FALSE,30
Pierre Trémaux,French,Male,1818,1895,FALSE,77
Tomas Schmit,German,Male,1943,2006,FALSE,63
Dieter Schnebel,German,Male,1930,Alive,TRUE,#VALUE!
Karlheinz Stockhausen,German,Male,1938,2007,FALSE,69
James Tenney,American,Male,1934,2006,FALSE,72
Yasunao Tone,Japanese,Male,1935,Alive,TRUE,#VALUE!
Michael Von Biel,German,Male,1937,Alive,TRUE,#VALUE!
George Yuasa,Japanese,Male,1929,Alive,TRUE,#VALUE!
Jerzy Flisak,Polish,Male,1930,2008,FALSE,78
Jutta Koether,German,Female,1958,Alive,TRUE,#VALUE!
Walead Beshty,American,Male,1976,Alive,TRUE,#VALUE!
Daniel Gordon,American,Male,1980,Alive,TRUE,#VALUE!
Carter Mull,American,Male,1977,Alive,TRUE,#VALUE!
Kathy Acker,American,Female,1947,1997,FALSE,50
Shunji Yamanaka,Japanese,Male,1957,Alive,TRUE,#VALUE!
Genpei Akasegawa,Japanese,Male,1937,2014,FALSE,77
Alice Hutchins,American,Female,1916,2009,FALSE,93
Carla Liss,American,Female,1944,2012,FALSE,68
Larry Miller,American,Male,1944,Alive,TRUE,#VALUE!
Peter Moore,American,Male,1932,1993,FALSE,61
Jock Reynolds,American,Male,1947,Alive,TRUE,#VALUE!
Yoshi Wada,Japanese,Male,1943,Alive,TRUE,#VALUE!
Roman Polanski,Polish,Male,1933,Alive,TRUE,#VALUE!
Ivan Passer,Czech,Male,1933,Alive,TRUE,#VALUE!
Salvo (Salvatore Mangione),Italian,Male,1947,2015,FALSE,68
Costa Gavras,Greek,Male,1933,Alive,TRUE,#VALUE!
Sarah Watt,Australian,Female,1958,2011,FALSE,53
Shohei Imamura,Japanese,Male,1926,Alive,TRUE,#VALUE!
Mohammad Rasoulof,Iranian,Male,1972,Alive,TRUE,#VALUE!
Kelly Reichardt,American,Female,1964,Alive,TRUE,#VALUE!
Andrei Zvyagintsev,Russian,Male,1964,Alive,TRUE,#VALUE!
Mike Leigh,British,Male,1943,Alive,TRUE,#VALUE!
Darren Aronofsky,American,Male,1969,Alive,TRUE,#VALUE!
Richard Kern,American,Male,1954,Alive,TRUE,#VALUE!
Peter Hutton,American,Male,1944,2016,FALSE,72
Antonio Campos,American,Male,1983,Alive,TRUE,#VALUE!
Jesper Just,Danish,Male,1974,Alive,TRUE,#VALUE!
Werner Schroeter,German,Male,1945,Alive,TRUE,#VALUE!
Klaus Wyborny,Austrian,Male,1945,Alive,TRUE,#VALUE!
Storm de Hirsch,American,Female,1912,2000,FALSE,88
David Cronenberg,Canadian,Male,1943,Alive,TRUE,#VALUE!
Jon Favreau,American,Male,1966,Alive,TRUE,#VALUE!
Gregory Hoblit,American,Male,1944,Alive,TRUE,#VALUE!
Wil Shriner,American,Male,1953,Alive,TRUE,#VALUE!
Bob Dolman,Canadian,Male,1949,Alive,TRUE,#VALUE!
Menno Meyjes,Dutch,Male,1954,Alive,TRUE,#VALUE!
Terrence Malick,American,Male,1943,Alive,TRUE,#VALUE!
David Dobkin,American,Male,1969,Alive,TRUE,#VALUE!
Todd Field,American,Male,1964,Alive,TRUE,#VALUE!
Chris Weitz,American,Male,1969,Alive,TRUE,#VALUE!
Adam Shankman,American,Male,1964,Alive,TRUE,#VALUE!
Peter Jackson,New Zealander,Male,1961,Alive,TRUE,#VALUE!
Silvie Defraoui,Swiss,Male,1935,Alive,TRUE,#VALUE!
Didier Rittener,Swiss,Male,1969,Alive,TRUE,#VALUE!
Glenn O'Brien,American,Male,1947,Alive,TRUE,#VALUE!
R. H. Quaytman,American,Female,1961,Alive,TRUE,#VALUE!
Ericka Beckman,American,Female,1951,Alive,TRUE,#VALUE!
Lynne Tillman,American,Female,1947,Alive,TRUE,#VALUE!
Otto von Kursell,German,Male,1884,1967,FALSE,83
Giancarlo Mattioli,Italian,Male,1933,Alive,TRUE,#VALUE!
Kuniharu Akiyama,Japanese,Male,1929,1996,FALSE,67
William Pope.L,American,Male,1955,Alive,TRUE,#VALUE!
Emil Pottner,Austrian,Male,1872,1942,FALSE,70
Paul Bach,German,Male,1866,1919,FALSE,53
Adolf Edward Herstein,Polish,Male,1869,1932,FALSE,63
Doug Liman,American,Male,1965,Alive,TRUE,#VALUE!
Frank Shepard Fairey,American,Male,1970,Alive,TRUE,#VALUE!
Paul Nadar,French,Male,1856,1939,FALSE,83
Martín Ramírez,Mexican,Male,1895,1963,FALSE,68
Laurel Nakadate,American,Female,1975,Alive,TRUE,#VALUE!
Julien Vallou de Villeneuve,French,Male,1795,1866,FALSE,71
David Musgrave,British,Male,1973,Alive,TRUE,#VALUE!
Thurston Moore,American,Male,1958,Alive,TRUE,#VALUE!
William Crosby Renwick,American,Male,1914,1992,FALSE,78
Eduardo Costa,Argentine,Male,1940,Alive,TRUE,#VALUE!
Robert Wiene,German,Male,1873,1938,FALSE,65
Prospère Henry,French,Male,1849,1903,FALSE,54
Auguste Mestral,French,Male,1812,1884,FALSE,72
Werner Graul,German,Male,1905,1984,FALSE,79
Lorraine O'Grady,American,Female,1934,Alive,TRUE,#VALUE!
Roberta Bayley,American,Female,1950,Alive,TRUE,#VALUE!
Edit DeAk,American,Female,1950,Alive,TRUE,#VALUE!
Beatriz Cifuentes,Spanish,Female,1975,Alive,TRUE,#VALUE!
Yoshiki Waterhouse,Canadian,Male,1973,Alive,TRUE,#VALUE!
Frank Stewart,American,Male,1949,Alive,TRUE,#VALUE!
Riccardo Blumer,Swiss,Male,1959,Alive,TRUE,#VALUE!
Matteo Borghi,Italian,Male,1976,Alive,TRUE,#VALUE!
Stephan Van Dam,American,Male,1959,Alive,TRUE,#VALUE!
Ondi Timoner,American,Female,1972,Alive,TRUE,#VALUE!
Bruce Weber,American,Male,1946,Alive,TRUE,#VALUE!
Mira Nair,Indian,Female,1957,Alive,TRUE,#VALUE!
Amos Gitai,Israeli,Male,1950,Alive,TRUE,#VALUE!
Matthias Sauerbruch,German,Male,1955,Alive,TRUE,#VALUE!
Louisa Hutton,British,Female,1957,Alive,TRUE,#VALUE!
Olga Chernysheva,Russian,Female,1962,Alive,TRUE,#VALUE!
Barbara Hammer,American,Female,1939,Alive,TRUE,#VALUE!
Baz Luhrmann,Australian,Male,1962,Alive,TRUE,#VALUE!
Terry deRoy Gruber,American,Male,1953,Alive,TRUE,#VALUE!
Dankmar Adler,American,Male,1844,1900,FALSE,56
Seung H-Sang,Korean,Male,1952,Alive,TRUE,#VALUE!
Young Joon Kim,Korean,Male,1960,Alive,TRUE,#VALUE!
John Keenen,American,Male,1957,Alive,TRUE,#VALUE!
Edward Krasiński,Polish,Male,1925,2004,FALSE,79
Hai Quoc Tran,Vietnamese,Male,1960,Alive,TRUE,#VALUE!
Tuan Andrew Nguyen,American,Male,1976,Alive,TRUE,#VALUE!
György Konecsni,Hungarian,Male,1908,1970,FALSE,62
Majda Dobravec-Lajovic,Yugoslav,Female,1931,Alive,TRUE,#VALUE!
Greg Sharits,American,Male,1945,1980,FALSE,35
Kate Millett,American,Female,1934,Alive,TRUE,#VALUE!
Elohim (Ely) Raman,Canadian,Male,1930,2007,FALSE,77
Jacqueline Humphries,American,Female,1960,Alive,TRUE,#VALUE!
Anton Furst,British,Male,1944,1991,FALSE,47
Juan Araujo,Venezuelan,Male,1971,Alive,TRUE,#VALUE!
Martha Colburn,American,Female,1972,Alive,TRUE,#VALUE!
Leonard Freed,American,Male,1929,2006,FALSE,77
Sophie Tottie,Swedish,Female,1964,Alive,TRUE,#VALUE!
Holger Nielsen,Danish,Male,1917,1992,FALSE,75
Ranjani Shettar,Indian,Female,1977,Alive,TRUE,#VALUE!
Margaret Macdonald,British,Female,1865,1933,FALSE,68
Candice Breitz,South African,Female,1972,Alive,TRUE,#VALUE!
Ragnar Kjartansson,Icelandic,Male,1976,Alive,TRUE,#VALUE!
Igor Kopystiansky,American,Male,1954,Alive,TRUE,#VALUE!
Svetlana Kopystiansky,American,Female,1950,Alive,TRUE,#VALUE!
Ryan McNamara,American,Male,1979,Alive,TRUE,#VALUE!
Mickalene Thomas,American,Female,1971,Alive,TRUE,#VALUE!
Jan Tichy,Israeli,Male,1974,Alive,TRUE,#VALUE!
Freddie Yauner,British,Male,1982,Alive,TRUE,#VALUE!
Mai-Thu Perret,Swiss,Female,1976,Alive,TRUE,#VALUE!
Christien Meindertsma,Dutch,Female,1980,Alive,TRUE,#VALUE!
Julia Wachtel,American,Female,1956,Alive,TRUE,#VALUE!
Julie Joliat,Swiss,Female,1979,Alive,TRUE,#VALUE!
Hân Pham,Danish,Female,1971,Alive,TRUE,#VALUE!
Cornelia Blatter,American,Female,1960,Alive,TRUE,#VALUE!
Marcel Hermans,American,Male,1961,Alive,TRUE,#VALUE!
Lino Manfrotto,Italian,Male,1936,Alive,TRUE,#VALUE!
Gilberto Battocchio,Italian,Male,1941,Alive,TRUE,#VALUE!
Raymond Jacobs,American,Male,1923,1993,FALSE,70
Teresita Fernandez,American,Female,1968,Alive,TRUE,#VALUE!
Cyprien Gaillard,French,Male,1980,Alive,TRUE,#VALUE!
Jean Tschumi,Swiss,Male,1904,1962,FALSE,58
Edouard-Marcel Sandoz,Swiss,Male,1881,1971,FALSE,90
Nye Ffarrabas (formerly Bici Forbes and Bici Forbes Hendricks),American,Female,1932,Alive,TRUE,#VALUE!
Jack Goldstein,Canadian,Male,1945,2003,FALSE,58
Katharina Sieverding,German,Female,1944,Alive,TRUE,#VALUE!
Elizaveta Ignatovich,Russian,Female,1903,1983,FALSE,80
Axel Schmid,German,Male,1971,Alive,TRUE,#VALUE!
Ingmar Bergman,Swedish,Male,1918,2007,FALSE,89
Michael Almereyda,American,Male,1959,Alive,TRUE,#VALUE!
Anne Lacaton,French,Female,1955,Alive,TRUE,#VALUE!
Jean Philippe Vassal,French,Male,1954,Alive,TRUE,#VALUE!
Iwan Baan,Dutch,Male,1975,Alive,TRUE,#VALUE!
Jeff Preiss,American,Male,1956,Alive,TRUE,#VALUE!
Goran Paskaljevic,Serbian,Male,1947,Alive,TRUE,#VALUE!
Jim Capobianco,American,Male,1969,Alive,TRUE,#VALUE!
Armando Iannucci,Scottish,Male,1963,Alive,TRUE,#VALUE!
Jan Troell,Swedish,Male,1931,Alive,TRUE,#VALUE!
Steven Soderbergh,American,Male,1963,Alive,TRUE,#VALUE!
Matteo Garrone,Italian,Male,1968,Alive,TRUE,#VALUE!
Peter Coffin,American,Male,1972,Alive,TRUE,#VALUE!
Arnaud Desplechin,French,Male,1960,Alive,TRUE,#VALUE!
Charles Burns,American,Male,1955,Alive,TRUE,#VALUE!
Lorenzo Mattotti,Italian,Male,1954,Alive,TRUE,#VALUE!
Richard McGuire,American,Male,1957,Alive,TRUE,#VALUE!
Ridley Scott,British,Male,1937,Alive,TRUE,#VALUE!
Brad Bird,American,Male,1957,Alive,TRUE,#VALUE!
Christopher Nolan,British,Male,1970,Alive,TRUE,#VALUE!
David Fincher,American,Male,1962,Alive,TRUE,#VALUE!
David Yates,British,Male,1963,Alive,TRUE,#VALUE!
So Young Kim,Korean,Female,1968,Alive,TRUE,#VALUE!
Noam Gonick,Canadian,Male,1973,Alive,TRUE,#VALUE!
Robert Gardner,American,Male,1925,Alive,TRUE,#VALUE!
Azazel Jacobs,American,Male,1972,Alive,TRUE,#VALUE!
Ellen Kurras,American,Female,1959,Alive,TRUE,#VALUE!
Mariah Robertson,American,Female,1975,Alive,TRUE,#VALUE!
Paul Lewis,American,Male,1966,Alive,TRUE,#VALUE!
David J. Lewis,American,Male,1966,Alive,TRUE,#VALUE!
Dmitrij Naumovich Babichenko,Russian,Male,1901,1991,FALSE,90
Edgar Arceneaux,American,Male,1972,Alive,TRUE,#VALUE!
Sara Greenberger Rafferty,American,Female,1978,Alive,TRUE,#VALUE!
Donald Genaro,American,Male,1932,Alive,TRUE,#VALUE!
Chitra Ganesh,American,Female,1975,Alive,TRUE,#VALUE!
Chris Kabel,Dutch,Male,1975,Alive,TRUE,#VALUE!
Paul Cocksedge,British,Male,1978,Alive,TRUE,#VALUE!
Vincent Fecteau,American,Male,1969,Alive,TRUE,#VALUE!
Pietro Gigli,Italian,Male,1897,1987,FALSE,90
Alfred Roller,Austrian,Male,1864,1935,FALSE,71
Bertalan Pór,Hungarian,Male,1880,1964,FALSE,84
Fritz Hellmut Ehmcke,German,Male,1878,1965,FALSE,87
Haegue Yang,Korean,Female,1971,Alive,TRUE,#VALUE!
Tom-Arne Solhaug,Norwegian,Male,1969,Alive,TRUE,#VALUE!
Aleksander Borgenhov,Norwegian,Male,1971,Alive,TRUE,#VALUE!
Qiu Anxiong,Chinese,Male,1972,Alive,TRUE,#VALUE!
Pasqualino Cangiullo,Italian,Male,1900,1975,FALSE,75
Helene Haasbauer-Wallrath,Swiss,Female,1885,1968,FALSE,83
Walter Cyliax,German,Male,1899,1945,FALSE,46
Ernst Fischer,German,Male,1910,2006,FALSE,96
Charles Henri Ford,American,Male,1908,2002,FALSE,94
Shahryar Nashat,Swiss,Male,1975,Alive,TRUE,#VALUE!
Viktor Weixler,Austrian,Male,1883,1977,FALSE,94
Fritz Judtmann,German,Male,1899,1968,FALSE,69
Ray Tomlinson,American,Male,1941,2016,FALSE,75
Nancy Azara,American,Female,1939,Alive,TRUE,#VALUE!
Betsy Damon,American,Female,1940,Alive,TRUE,#VALUE!
Lauren Ewing,American,Female,1946,Alive,TRUE,#VALUE!
Harmony Hammond,American,Female,1944,Alive,TRUE,#VALUE!
Diane Neumaier,American,Female,1946,Alive,TRUE,#VALUE!
Joan Semmel,American,Female,1932,Alive,TRUE,#VALUE!
Sylvia Sleigh,British,Female,1916,2010,FALSE,94
May Stevens,American,Female,1924,Alive,TRUE,#VALUE!
Athena Tacha,American,Female,1936,Alive,TRUE,#VALUE!
Martha Wilson,American,Female,1947,Alive,TRUE,#VALUE!
Frederic Lieberman,American,Male,1930,2013,FALSE,83
János Kender,Hungarian,Male,1937,2009,FALSE,72
Alex Prager,American,Female,1979,Alive,TRUE,#VALUE!
Elad Lassry,Israeli,Male,1977,Alive,TRUE,#VALUE!
Roe Ethridge,American,Male,1969,Alive,TRUE,#VALUE!
Juan Di Sandro,Argentine,Male,1898,1988,FALSE,90
Dmitri Baltermants,Russian,Male,1912,2000,FALSE,88
Bob Peterson,American,Male,1961,Alive,TRUE,#VALUE!
Ludwig Gosewitz,German,Male,1937,2007,FALSE,70
François Dufrêne,French,Male,1930,1982,FALSE,52
Laurence Bradshaw,British,Male,1899,1978,FALSE,79
Mary Adshead,British,Female,1904,1995,FALSE,91
Eric Lombers,British,Male,1914,1978,FALSE,64
Verney L. Danvers,British,Male,1895,1973,FALSE,78
Frédéric Druot,French,Male,1958,Alive,TRUE,#VALUE!
George Landow,American,Male,1944,2011,FALSE,67
Jessica Jackson Hutchins,American,Female,1971,Alive,TRUE,#VALUE!
Herbert Tomlinson,British,Male,1902,Alive,TRUE,#VALUE!
Alexandre Singh,French,Male,1980,Alive,TRUE,#VALUE!
Danh Vo,Danish,Male,1975,Alive,TRUE,#VALUE!
James Fitton,British,Male,1899,1982,FALSE,83
F. Ernest Jackson,British,Male,1872,1945,FALSE,73
Jacob Gayer,American,Male,1884,1969,FALSE,85
Miriam Böhm,German,Female,1972,Alive,TRUE,#VALUE!
Jules Janssen,French,Male,1824,1907,FALSE,83
Yusuf Arakkal,Indian,Male,1945,Alive,TRUE,#VALUE!
Giselle Baillie,South African,Female,1971,Alive,TRUE,#VALUE!
Kim Berman,South African,Female,1960,Alive,TRUE,#VALUE!
Kanuge John Bosco,Ugandan,Male,1968,Alive,TRUE,#VALUE!
